2020-06-12 00:01:10.194 [XNIO-1 task-11] INFO  com.july.company.utils.JwtUtils - {nbf=1591891270, loginType=1, iss=, iat=1591891270, userId=2, from_service=, token=AE5514626CBE49CF9609449F41CAEAB4}
2020-06-12 00:03:17.731 [XNIO-1 task-41] INFO  com.july.company.utils.JwtUtils - {nbf=1591891397, loginType=1, iss=, iat=1591891397, userId=2, from_service=, token=8CA5969954D944FA84CAF19D04AD2C41}
2020-06-12 00:03:17.900 [XNIO-1 task-43] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:03:18.060 [XNIO-1 task-46] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:03:19.934 [XNIO-1 task-47] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:03:19.937 [XNIO-1 task-48] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:03:23.376 [XNIO-1 task-51] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:05:34.948 [XNIO-1 task-54] INFO  com.july.company.utils.JwtUtils - {nbf=1591891534, loginType=1, iss=, iat=1591891534, userId=2, from_service=, token=600C1B5BF8854F25860720912262429D}
2020-06-12 00:05:35.126 [XNIO-1 task-56] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:05:35.146 [XNIO-1 task-58] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:05:37.213 [XNIO-1 task-60] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:05:37.215 [XNIO-1 task-61] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:05:39.478 [XNIO-1 task-63] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:07:09.802 [XNIO-1 task-1] INFO  com.july.company.utils.JwtUtils - {nbf=1591891629, loginType=1, iss=, iat=1591891629, userId=2, from_service=, token=18D9FB276B274524B1AB67B511A042E5}
2020-06-12 00:07:09.970 [XNIO-1 task-3] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:07:10.112 [XNIO-1 task-4] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:07:11.917 [XNIO-1 task-7] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:07:11.922 [XNIO-1 task-8] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:07:14.158 [XNIO-1 task-11] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:08:04.491 [XNIO-1 task-13] INFO  com.july.company.utils.JwtUtils - {nbf=1591891684, loginType=1, iss=, iat=1591891684, userId=2, from_service=, token=24703722E3BD454390FA750F8CB62F16}
2020-06-12 00:08:04.726 [XNIO-1 task-14] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:08:04.745 [XNIO-1 task-19] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:08:07.580 [XNIO-1 task-18] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:08:07.586 [XNIO-1 task-22] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:08:10.701 [XNIO-1 task-23] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:09:30.787 [XNIO-1 task-25] INFO  com.july.company.utils.JwtUtils - {nbf=1591891770, loginType=1, iss=, iat=1591891770, userId=2, from_service=, token=5E38393CBC8A4CD4B4A545D9A888D87B}
2020-06-12 00:09:30.973 [XNIO-1 task-27] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:09:30.992 [XNIO-1 task-29] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:09:32.361 [XNIO-1 task-33] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:09:32.361 [XNIO-1 task-34] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:09:33.895 [XNIO-1 task-35] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 00:19:41.378 [Thread-36] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2020-06-12 00:19:41.379 [Thread-36] INFO  com.alibaba.nacos.client.naming - [BEAT] removing beat: DEFAULT_GROUP@@com.company.finance:192.168.1.10:9001 from beat map.
2020-06-12 00:19:41.381 [Thread-36] INFO  com.alibaba.nacos.client.naming - [DEREGISTER-SERVICE] 44f3ec72-5331-4305-a0c0-5e773ef15f33 deregistering service DEFAULT_GROUP@@com.company.finance with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.1.10","ipDeleteTimeout":30000,"metadata":{},"port":9001,"weight":1.0}
2020-06-12 00:19:41.386 [Thread-36] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2020-06-12 00:19:41.387 [Thread-36] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-12 00:19:42.537 [Thread-36] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2020-06-12 00:19:42.546 [Thread-36] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-12 00:19:42.550 [Thread-36] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2020-06-12 09:12:27.840 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-06-12 09:12:28.146 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$c11ddc08] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-06-12 09:12:28.524 [restartedMain] INFO  c.a.cloud.nacos.client.NacosPropertySourceBuilder - Loading nacos data, dataId: 'common.yml', group: 'DEFAULT_GROUP'
2020-06-12 09:12:28.540 [restartedMain] INFO  c.a.cloud.nacos.client.NacosPropertySourceBuilder - Loading nacos data, dataId: 'com.company.finance.yml', group: 'DEFAULT_GROUP'
2020-06-12 09:12:28.549 [restartedMain] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: CompositePropertySource {name='NACOS', propertySources=[NacosPropertySource {name='com.company.finance-dev.yml'}, NacosPropertySource {name='com.company.finance.yml'}, NacosPropertySource {name='common.yml'}]}
2020-06-12 09:12:28.578 [restartedMain] INFO  com.july.CompanyApplication - The following profiles are active: dev
2020-06-12 09:12:29.650 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-12 09:12:29.655 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2020-06-12 09:12:29.719 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44ms. Found 0 repository interfaces.
2020-06-12 09:12:29.997 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=7af583bf-1a9d-3a45-84d7-1e3e686e38d1
2020-06-12 09:12:30.106 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a503d90b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-06-12 09:12:30.263 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.july.company.config.RedisConfig$$EnhancerBySpringCGLIB$$79b6fedb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-06-12 09:12:30.306 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$c11ddc08] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-06-12 09:12:30.871 [restartedMain] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2020-06-12 09:12:30.872 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2278 ms
2020-06-12 09:12:30.881 [restartedMain] INFO  com.july.company.config.CorsConfig - 配置跨域bean
2020-06-12 09:12:31.144 [restartedMain] INFO  com.july.company.intercepts.MybatisPlusConfig - mybatis分页拦截器初始化.
2020-06-12 09:12:31.159 [restartedMain] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-12 09:12:31.285 [restartedMain] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-12 09:12:31.330 [restartedMain] INFO  com.july.company.intercepts.MybatisPlusConfig - mybatis公共字段填充处理器初始化.
2020-06-12 09:12:33.059 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-06-12 09:12:33.065 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-06-12 09:12:33.385 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-12 09:12:33.655 [restartedMain] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Property :null
2020-06-12 09:12:33.656 [restartedMain] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Environment :null
2020-06-12 09:12:33.657 [restartedMain] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Property :null
2020-06-12 09:12:33.686 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2020-06-12 09:12:34.133 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-06-12 09:12:34.334 [restartedMain] INFO  org.xnio - XNIO version 3.3.8.Final
2020-06-12 09:12:34.350 [restartedMain] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.3.8.Final
2020-06-12 09:12:34.450 [restartedMain] INFO  o.s.b.w.embedded.undertow.UndertowServletWebServer - Undertow started on port(s) 9001 (http) with context path '/finance'
2020-06-12 09:12:34.456 [restartedMain] INFO  com.alibaba.nacos.client.naming - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"192.168.0.21","metadata":{"preserved.register.source":"SPRING_CLOUD"},"period":5000,"port":9001,"scheduled":false,"serviceName":"DEFAULT_GROUP@@com.company.finance","stopped":false,"weight":1.0} to beat map.
2020-06-12 09:12:34.486 [restartedMain] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] 44f3ec72-5331-4305-a0c0-5e773ef15f33 registering service DEFAULT_GROUP@@com.company.finance with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.0.21","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":9001,"weight":1.0}
2020-06-12 09:12:34.553 [restartedMain] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, com.company.finance 192.168.0.21:9001 register finished
2020-06-12 09:12:34.560 [restartedMain] INFO  com.july.CompanyApplication - Started CompanyApplication in 8.491 seconds (JVM running for 11.413)
2020-06-12 09:12:34.564 [restartedMain] INFO  com.july.company.dictionary.BeanDefineConfigue - 字典：START:spring初始化开始======================>
2020-06-12 09:12:35.228 [restartedMain] INFO  com.july.company.dictionary.BeanDefineConfigue - 字典:END:spring初始化完毕======================>
2020-06-12 09:12:35.231 [restartedMain] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [subscribe] com.company.finance.yml+DEFAULT_GROUP+44f3ec72-5331-4305-a0c0-5e773ef15f33
2020-06-12 09:12:35.231 [restartedMain] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [add-listener] ok, tenant=44f3ec72-5331-4305-a0c0-5e773ef15f33, dataId=com.company.finance.yml, group=DEFAULT_GROUP, cnt=1
2020-06-12 09:12:35.231 [restartedMain] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [subscribe] com.company.finance-dev.yml+DEFAULT_GROUP+44f3ec72-5331-4305-a0c0-5e773ef15f33
2020-06-12 09:12:35.231 [restartedMain] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [add-listener] ok, tenant=44f3ec72-5331-4305-a0c0-5e773ef15f33, dataId=com.company.finance-dev.yml, group=DEFAULT_GROUP, cnt=1
2020-06-12 09:13:25.946 [XNIO-1 task-1] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-12 09:13:25.950 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-06-12 09:13:25.978 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 27 ms
2020-06-12 09:13:26.748 [XNIO-1 task-2] INFO  com.july.company.utils.JwtUtils - {nbf=1591924406, loginType=1, iss=, iat=1591924406, userId=2, from_service=, token=CAADB372BE9A499E8746528FF3B289FA}
2020-06-12 09:13:27.053 [XNIO-1 task-2] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2020-06-12 09:13:27.056 [XNIO-1 task-2] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2020-06-12 09:13:27.609 [XNIO-1 task-6] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:13:27.609 [XNIO-1 task-4] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:13:37.536 [XNIO-1 task-8] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:13:37.538 [XNIO-1 task-10] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:13:39.216 [XNIO-1 task-14] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:13:53.257 [XNIO-1 task-18] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:17:01.677 [XNIO-1 task-24] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:17:45.499 [XNIO-1 task-28] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:18:55.989 [XNIO-1 task-34] INFO  com.july.company.utils.JwtUtils - {nbf=1591924735, loginType=1, iss=, iat=1591924735, userId=2, from_service=, token=7CFBE4A209BC40F794071F1C1F721875}
2020-06-12 09:18:56.116 [XNIO-1 task-37] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:18:56.117 [XNIO-1 task-38] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:19:00.270 [XNIO-1 task-45] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:19:00.271 [XNIO-1 task-46] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:19:05.934 [XNIO-1 task-50] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:21:30.004 [XNIO-1 task-60] INFO  com.july.company.utils.JwtUtils - {nbf=1591924890, loginType=1, iss=, iat=1591924890, userId=2, from_service=, token=7B0DD2696C0348B186F5925124B35147}
2020-06-12 09:21:30.159 [XNIO-1 task-62] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:21:30.169 [XNIO-1 task-64] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:21:31.732 [XNIO-1 task-2] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:21:31.737 [XNIO-1 task-5] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:21:32.965 [XNIO-1 task-9] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:24:07.819 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [polling-resp] config changed. dataId=com.company.finance.yml, group=DEFAULT_GROUP, tenant=44f3ec72-5331-4305-a0c0-5e773ef15f33
2020-06-12 09:24:07.857 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [data-received] dataId=com.company.finance.yml, group=DEFAULT_GROUP, tenant=44f3ec72-5331-4305-a0c0-5e773ef15f33, md5=9d9c32de6f8edee5d7d3af6a73e4c660, content=server:
  port: 9001
  servlet:
    context-path: /finance
    session:
       timeout: 30m
spring: ...
2020-06-12 09:24:08.913 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2020-06-12 09:24:08.959 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-06-12 09:24:09.020 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$c11ddc08] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-06-12 09:24:09.059 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-06-12 09:24:09.072 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  c.a.cloud.nacos.client.NacosPropertySourceBuilder - Loading nacos data, dataId: 'com.company.finance.yml', group: 'DEFAULT_GROUP'
2020-06-12 09:24:09.077 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: CompositePropertySource {name='NACOS', propertySources=[NacosPropertySource {name='com.company.finance-dev.yml'}, NacosPropertySource {name='com.company.finance.yml'}, NacosPropertySource {name='common.yml'}]}
2020-06-12 09:24:09.292 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  org.springframework.boot.SpringApplication - The following profiles are active: dev
2020-06-12 09:24:09.311 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  org.springframework.boot.SpringApplication - Started application in 1.431 seconds (JVM running for 706.164)
2020-06-12 09:24:09.377 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  o.s.cloud.endpoint.event.RefreshEventListener - Refresh keys changed: [spring.datasource.url]
2020-06-12 09:24:09.378 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [notify-ok] dataId=com.company.finance.yml, group=DEFAULT_GROUP, md5=9d9c32de6f8edee5d7d3af6a73e4c660, listener=com.alibaba.cloud.nacos.refresh.NacosContextRefresher$1@46c7936f 
2020-06-12 09:24:09.378 [com.alibaba.nacos.client.Worker.longPolling.fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848-44f3ec72-5331-4305-a0c0-5e773ef15f33] [notify-listener] time cost=1519ms in ClientWorker, dataId=com.company.finance.yml, group=DEFAULT_GROUP, md5=9d9c32de6f8edee5d7d3af6a73e4c660, listener=com.alibaba.cloud.nacos.refresh.NacosContextRefresher$1@46c7936f 
2020-06-12 09:25:43.312 [XNIO-1 task-10] INFO  com.july.company.utils.JwtUtils - {nbf=1591925143, loginType=1, iss=, iat=1591925143, userId=2, from_service=, token=1DC73A0CE33F48ADAFFA832BDEE2F818}
2020-06-12 09:25:43.449 [XNIO-1 task-12] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:25:43.464 [XNIO-1 task-14] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:25:45.097 [XNIO-1 task-16] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:25:45.103 [XNIO-1 task-18] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:25:46.768 [XNIO-1 task-22] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:26:00.479 [XNIO-1 task-24] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:26:00.483 [XNIO-1 task-26] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:26:01.965 [XNIO-1 task-29] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:26:09.158 [XNIO-1 task-34] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:30:19.564 [XNIO-1 task-40] INFO  com.july.company.utils.JwtUtils - {nbf=1591925419, loginType=1, iss=, iat=1591925419, userId=2, from_service=, token=31B29235C6FD4E5CA75D16B63BEBA921}
2020-06-12 09:30:19.786 [XNIO-1 task-41] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:30:19.841 [XNIO-1 task-43] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:30:22.965 [XNIO-1 task-46] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:30:22.970 [XNIO-1 task-48] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:30:25.384 [XNIO-1 task-52] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:34:45.479 [XNIO-1 task-53] INFO  com.july.company.utils.JwtUtils - {nbf=1591925685, loginType=1, iss=, iat=1591925685, userId=2, from_service=, token=DF9A6FCAF98C468C81596F552E952E38}
2020-06-12 09:34:45.623 [XNIO-1 task-56] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:34:45.639 [XNIO-1 task-58] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
2020-06-12 09:34:47.029 [XNIO-1 task-61] INFO  com.july.company.intercepts.LoginIntercept - 缓存的userId:2,loginType:1
